"loc","loc.correct","Freq"
"brazil_sao paulo_sao paulo_estrada saindo ecologia","",1
"brazil_sao paulo_sao paulo_estrada turvo","",1
"brazil_sao paulo_sao paulo_fazenda intervales sudlich capao bonito","",1
"brazil_sao paulo_sao paulo_fazenda sabesp ao","",1
"brazil_sao paulo_sao paulo_fazenda sabesp, final estrada capivara","",1
"brazil_sao paulo_sao paulo_forest reserve","",1
"brazil_sao paulo_sao paulo_ilhabela","",1
"brazil_sao paulo_sao paulo_indianapolis","",1
"brazil_sao paulo_sao paulo_jaragua 1","",1
"brazil_sao paulo_sao paulo_jaragua 2","",1
"brazil_sao paulo_sao paulo_jaragua 3","",1
"brazil_sao paulo_sao paulo_jardim botanico a parque estado","",1
"brazil_sao paulo_sao paulo_jd","",1
"brazil_sao paulo_sao paulo_jd eucaliptos","",1
"brazil_sao paulo_sao paulo_marsilac sitio maravilha","",1
"brazil_sao paulo_sao paulo_matas ao redor represa billings","",1
"brazil_sao paulo_sao paulo_morro jaragua","",1
"brazil_sao paulo_sao paulo_nativa jardim botantico","",1
"brazil_sao paulo_sao paulo_nucleo pinheirinho","",1
"brazil_sao paulo_sao paulo_o","",1
"brazil_sao paulo_sao paulo_palheiros","",1
"brazil_sao paulo_sao paulo_parelheiros camping ana paula 23°54'0' s 46°46'28' w","",1
"brazil_sao paulo_sao paulo_parelheiros camping ana paula 23°54'0"""" s 46°46'28"""" w","",1
"brazil_sao paulo_sao paulo_parque cientec","",1
"brazil_sao paulo_sao paulo_parque cientec, trilha na regiao oeste parque","",1
"brazil_sao paulo_sao paulo_parque estadual caraguatatuba","",1
"brazil_sao paulo_sao paulo_parque estadual fontes ipirang","",1
"brazil_sao paulo_sao paulo_parque estadual intervales, estrada oposta a porteira mirante","",1
"brazil_sao paulo_sao paulo_parque estadual intervales, estrada porteira ao lado direito perto bica agua","",1
"brazil_sao paulo_sao paulo_parque estadual jagagua","",1
"brazil_sao paulo_sao paulo_parque estadual serra mar #?# nucleo curucutu, estrada entrada","",1
"brazil_sao paulo_sao paulo_parque estadual serra mar nucleo carucutu","",1
"brazil_sao paulo_sao paulo_parque estadual serra mar nucleo curucutu, estrada entrada parque","",1
"brazil_sao paulo_sao paulo_parque estadual serra mar parque estadual serra mar nucleo curucutu","",1
"brazil_sao paulo_sao paulo_parque estadual serra marnucleo curucutu","",1
"brazil_sao paulo_sao paulo_parque nacional jaragua","",1
"brazil_sao paulo_sao paulo_parque sao domingos","",1
"brazil_sao paulo_sao paulo_parques estadual fontes ipiranga","",1
"brazil_sao paulo_sao paulo_picinguaba 4","",1
"brazil_sao paulo_sao paulo_picinguaba 5","",1
"brazil_sao paulo_sao paulo_picinguaba 6","",1
"brazil_sao paulo_sao paulo_reserva ecologica parque cientec usp, em estrada a beira lago","",1
"brazil_sao paulo_sao paulo_rio capivari","",1
"brazil_sao paulo_sao paulo_salesopolis caraguatatuba","",1
"brazil_sao paulo_sao paulo_sao carlos represa lobo","",1
"brazil_sao paulo_sao paulo_sitio a esquerda estrada eng","",1
"brazil_sao paulo_sao paulo_sitio a esquerda na entrada engº marsilac","",1
"brazil_sao paulo_sao paulo_sitio a esquerda na estrada engº marsillac","",1
"brazil_sao paulo_sao paulo_sitio curucutu mata","",1
"brazil_sao paulo_sao paulo_sitio joao barro","",1
"brazil_sao paulo_sao paulo_taubate ubatuba road","",1
"brazil_sao paulo_sao paulo_valetas ibt","",1
"brazil_sao paulo_sao paulo_varzea rio embu guacu estrada mambu","",1
"brazil_sao paulo_sao pedro","",1
"brazil_sao paulo_sao pedro sp","",1
"brazil_sao paulo_sao pedro_200 metros estrada para itirapina","",1
"brazil_sao paulo_sao pedro_3 km leste sao pedro","",1
"brazil_sao paulo_sao pedro_3km a leste sao pedro","",1
"brazil_sao paulo_sao pedro_7 km sao pedro em direca a itirapina","",1
"brazil_sao paulo_sao pedro_7 km sao pedro em direcao a itirapina","",1
"brazil_sao paulo_sao pedro_a 3 km leste sao pedro","",1
"brazil_sao paulo_sao pedro_ao longo rodovia","",1
"brazil_sao paulo_sao pedro_beira rio piracicaba","",1
"brazil_sao paulo_sao pedro_bloqueado","",1
"brazil_sao paulo_sao pedro_brasil","",1
"brazil_sao paulo_sao pedro_cachoeira d peroba","",1
"brazil_sao paulo_sao pedro_cerca estrada","",1
"brazil_sao paulo_sao pedro_coletada na cachoeira","",1
"brazil_sao paulo_sao pedro_coletado em area cerrado conturbado","",1
"brazil_sao paulo_sao pedro_coletado em area cerrado perturbado","",1
"brazil_sao paulo_sao pedro_coletado em mata estacional semidecidual","",1
"brazil_sao paulo_sao pedro_coletado nas proximidades cidade em cerrado perturbado","",1
"brazil_sao paulo_sao pedro_cult","",1
"brazil_sao paulo_sao pedro_direcao a itirapina","",1
"brazil_sao paulo_sao pedro_em campo","",1
"brazil_sao paulo_sao pedro_entre sao pedro e itaqueri serra","",1
"brazil_sao paulo_sao pedro_estrada entre sao pedro e itaqueri","",1
"brazil_sao paulo_sao pedro_estrada para itaqueri serra","",1
"brazil_sao paulo_sao pedro_estrada santa maria sao pedro","",1
"brazil_sao paulo_sao pedro_fazenda sao sebastiao","",1
"brazil_sao paulo_sao pedro_fazenda ventania, rodovia itarare","",1
"brazil_sao paulo_sao pedro_gruta anoes","",1
"brazil_sao paulo_sao pedro_km 3 rodovia sao pedro a bairro santo antonio","",1
"brazil_sao paulo_sao pedro_lagoa pesque pague thermas sao pedro","",1
"brazil_sao paulo_sao pedro_nativo em cerrado a beira estrada","",1
"brazil_sao paulo_sao pedro_no saltao em area ingreme pedras","",1
"brazil_sao paulo_sao pedro_num barranco na serra a o cidade sao pedro","",1
"brazil_sao paulo_sao pedro_penedos","",1
"brazil_sao paulo_sao pedro_picada","",1
"brazil_sao paulo_sao pedro_reserva tangua","",1
"brazil_sao paulo_sao pedro_s pedro in pascuis","",1
"brazil_sao paulo_sao pedro_sentido itaqueri serra","",1
"brazil_sao paulo_sao pedro_serra s pedro","",1
"brazil_sao paulo_sao pedro_serra santana","",1
"brazil_sao paulo_sao pedro_serra santo antonio","",1
"brazil_sao paulo_sao pedro_serra sao padro","",1
"brazil_sao paulo_sao pedro_serra sao pedro, mata secundaria","",1
"brazil_sao paulo_sao pedro_sitio boa vista","",1
"brazil_sao paulo_sao pedro_sp304","",1
"brazil_sao paulo_sao pedro_thermas sao pedro","",1
"brazil_sao paulo_sao pedro_topada picada","",1
"brazil_sao paulo_sao sebastiao","",1
"brazil_sao paulo_sao sebastiao serra","",1
"brazil_sao paulo_sao sebastiao serra_sao sebastiao serra","",1
"brazil_sao paulo_sao sebastiao_costao barequecaba","",1
"brazil_sao paulo_sao sebastiao_costao rochoso","",1
"brazil_sao paulo_sao sebastiao_entre ilha sao sebastiao","",1
"brazil_sao paulo_sao sebastiao_estrada acesso as torres, densa populacao crescendo na beira estrada em floresta ombrofila densa montana","",1
"brazil_sao paulo_sao sebastiao_estrada para bora bora","",1
"brazil_sao paulo_sao sebastiao_forest on the side of cambury beach","",1
"brazil_sao paulo_sao sebastiao_ilha palmas","",1
"brazil_sao paulo_sao sebastiao_margem rodovia hyppolito rego br 101","",1
"brazil_sao paulo_sao sebastiao_na beira rodovia sp 55","",1
"brazil_sao paulo_sao sebastiao_parque estadua serra mar","",1
"brazil_sao paulo_sao sebastiao_parque estadual serra mar estrada limeira","",1
"brazil_sao paulo_sao sebastiao_parque estadual serra mar trilha escorrega","",1
"brazil_sao paulo_sao sebastiao_parque estadual serra mar, estrada limeira","",1
"brazil_sao paulo_sao sebastiao_parque estadula serra mar","",1
"brazil_sao paulo_sao sebastiao_parque estradual serra mar","",1
"brazil_sao paulo_sao sebastiao_parque, estadual serra mar","",1
"brazil_sao paulo_sao sebastiao_parques estadual serra mar","",1
"brazil_sao paulo_sao sebastiao_praia e peruibe","",1
"brazil_sao paulo_sao sebastiao_proximo a praia camburi","",1
"brazil_sao paulo_sao sebastiao_proximo rodovia","",1
"brazil_sao paulo_sao sebastiao_sul canal sao sebastiao","",1
"brazil_sao paulo_sao vicente_15km w of mongagua on main highway","",1
"brazil_sao paulo_sao vicente_estrada ferro sorocababa","",1
"brazil_sao paulo_sao vicente_sao vicente","",1
"brazil_sao paulo_sarandi, abrigo sob rocha sarandi","",1
"brazil_sao paulo_se corner near border of salesopolis","",1
"brazil_sao paulo_se corner near border of salesopolis_estacao biologica baraceia at casa grande","",1
"brazil_sao paulo_seccao tecnica famento agricola","",1
"brazil_sao paulo_seccao tecnica famento agricola_seccao tecnica famento agricola","",1
"brazil_sao paulo_serra azette mtn","",1
"brazil_sao paulo_serra azette mtn_serra azette mtn","",1
"brazil_sao paulo_serra bocaina_serra bocaina, estradap","",1
"brazil_sao paulo_serra bocaina_serra bocaina, perto fazenda pinheirinho","",1
"brazil_sao paulo_serra bocaina_serra bocaina, road to boa vista hill","",1
"brazil_sao paulo_serra bocina_serra bocina, toward park of campos bocina","",1
"brazil_sao paulo_serra cristaes","",1
"brazil_sao paulo_serra cristaes_serra cristaes","",1
"brazil_sao paulo_serra itapeti_serra itapeti","",1
"brazil_sao paulo_serra itapetinga_serra itapetinga","",1
"brazil_sao paulo_serra japi ""paraiso""","",1
"brazil_sao paulo_serra japi mesic evergreen forest","",1
"brazil_sao paulo_serra japi mesic evergreen forest_serra japi mesic evergreen forest","",1
"brazil_sao paulo_serra japi_serra japi, on tbe road from the main entrance into the reserve","",1
"brazil_sao paulo_serra japu","",1
"brazil_sao paulo_serra japu_serra japu","",1
"brazil_sao paulo_serra jureia estacao ecologica jureia itatins","",1
"brazil_sao paulo_serra mantiqueira_serra mantiqueira, off estrada fojo","",1
"brazil_sao paulo_serra mantiqueira_serra mantiqueira, off of a mud road to pico imbiri","",1
"brazil_sao paulo_serra mar above ubatuba","",1
"brazil_sao paulo_serra mar above ubatuba_serra mar above ubatuba","",1
"brazil_sao paulo_serra mar bei ubatuba_serra mar bei ubatuba, epiphytisch in kakaoplantagen der fazenda capricornio","",1
"brazil_sao paulo_serra mar_serra mar, estrada que acesso ao parque estadual serra mar nucleo curucutu","",1
"brazil_sao paulo_serra mar_serra mar, imediacoes parque estadual serra mar nucleo curucutu arredores sede","",1
"brazil_sao paulo_serra negra_alto serra negra","",1
"brazil_sao paulo_serra paranapiacaba an der eisenbahnlinie zwischen sao paulo und santos","",1
"brazil_sao paulo_serra paranapiacaba an der eisenbahnlinie zwischen sao paulo und santos_serra paranapiacaba an der eisenbahnlinie zwischen sao paulo und santos","",1
"brazil_sao paulo_serra tambor vale ribeira, sul estado sao paulo, fazenda folha larga","",1
"brazil_sao paulo_serra velha","",1
"brazil_sao paulo_serra velha_serra velha","",1
"brazil_sao paulo_serraa cafezal","",1
"brazil_sao paulo_sete barras_2km east of sete barras","",1
"brazil_sao paulo_sete barras_3km east of sete barras","",1
"brazil_sao paulo_sete barras_9 km east of sete barras","",1
"brazil_sao paulo_sete barras_estrada jequia sete barras","",1
"brazil_sao paulo_sete barras_estrada sete barras a juquia","",1
"brazil_sao paulo_sete barras_estrada sete barros para juquia","",1
"brazil_sao paulo_sete barras_palmito campo aberto","",1
"brazil_sao paulo_sete barras_parque estadual sete barras","",1
"brazil_sao paulo_sete barras_parques estadual carlos botelho, estrada estadual sao miguel arcanjo sete barras","",1
"brazil_sao paulo_sete barras_pe carlo botelho","",1
"brazil_sao paulo_sete barras_reserva biologica sete barras","",1
"brazil_sao paulo_sete barras_rodovia sp 139","",1
"brazil_sao paulo_sete barras_trilha cachoeirado saibadela","",1
"brazil_sao paulo_sete barras_trilha figueira 3","",1
"brazil_sao paulo_silveiras co","",1
"brazil_sao paulo_silveiras co_silveiras co","",1
"brazil_sao paulo_silveiras_bairro lagoa","",1
"brazil_sao paulo_silveiras_bocaina","",1
"brazil_sao paulo_silveiras_campos bocaina","",1
"brazil_sao paulo_silveiras_estrada cachoeira paulista a silveiras km 208","",1
"brazil_sao paulo_silveiras_estrada para s","",1
"brazil_sao paulo_silveiras_estrada parque nacional serra bocaina para canpos novos","",1
"brazil_sao paulo_silveiras_estrada silveiras a areias","",1
"brazil_sao paulo_silveiras_fazenda estrela km 210 sp66","",1
"brazil_sao paulo_silveiras_rodovia cachoeira paulista a silveiras","",1
"brazil_sao paulo_silveiras_rodovia cachoeira paulista a silveiras km 208","",1
"brazil_sao paulo_silveiras_serra bocaina, estrada para silveiras","",1
"brazil_sao paulo_silveiras_to bairro macacos","",1
"brazil_sao paulo_simplao tudo","",1
"brazil_sao paulo_simplao tudo_simplao tudo","",1
"brazil_sao paulo_sitio","",1
"brazil_sao paulo_sitio a esquerda na estrada engº","",1
"brazil_sao paulo_sitio bela vista sertaozinho","",1
"brazil_sao paulo_sitio bela vista sertaozinho_sitio bela vista sertaozinho","",1
"brazil_sao paulo_sitio duas cachoeiras","",1
"brazil_sao paulo_sitio flora takeyama","",1
"brazil_sao paulo_sitio irapua","",1
"brazil_sao paulo_sitio irapua br 116","",1
"brazil_sao paulo_sitio irapua br 116_sitio irapua br 116","",1
"brazil_sao paulo_sitio irapua_sitio irapua","",1
"brazil_sao paulo_sitio mandao","",1
"brazil_sao paulo_sitio mandao_sitio mandao","",1
"brazil_sao paulo_sitio matao, pr_ximo ao tanque criacao truta","",1
"brazil_sao paulo_sitio senhor joao barbosa machado","",1
"brazil_sao paulo_sitio senhor joao barbosa machado_sitio senhor joao barbosa machado","",1
"brazil_sao paulo_sitio senhor jose vallino","",1
"brazil_sao paulo_sitio senhor jose vallino_sitio senhor jose vallino","",1
"brazil_sao paulo_sitio senhor vallim","",1
"brazil_sao paulo_sitio senhor vallim_sitio senhor vallim","",1
"brazil_sao paulo_sitio sete quedas","",1
"brazil_sao paulo_sitio sete quedas_sitio sete quedas","",1
"brazil_sao paulo_sitio sky","",1
"brazil_sao paulo_sitio sr","",1
"brazil_sao paulo_sitio sr_sitio sr","",1
"brazil_sao paulo_sitio ssr","",1
"brazil_sao paulo_sitio ssr_sitio ssr","",1
"brazil_sao paulo_sitio_sitio","",1
"brazil_sao paulo_slope of morro diabo","",1
"brazil_sao paulo_slope of morro diabo_slope of morro diabo","",1
"brazil_sao paulo_solemar","",1
"brazil_sao paulo_solemar_solemar","",1
"brazil_sao paulo_sorocabos","",1
"brazil_sao paulo_sorocabos_sorocabos","",1
"brazil_sao paulo_sousas mata ribeirao cachoeira. floresta estacional semidecidual. interior mata","",1
"brazil_sao paulo_sousas, estrada para pedreira entre o cond. colinas atibaia e faz. iracema","",1
"brazil_sao paulo_south america","",1
"brazil_sao paulo_south america_south america","",1
"brazil_sao paulo_south tip of the island of ilha compride","",1
"brazil_sao paulo_south tip of the island of ilha compride_south tip of the island of ilha compride","",1
"brazil_sao paulo_sp 050 rod","",1
"brazil_sao paulo_sp 050 rod_sp 050 rod","",1
"brazil_sao paulo_sp 250","",1
"brazil_sao paulo_sp 42","",1
"brazil_sao paulo_sp 42_sp 42","",1
"brazil_sao paulo_sp 99","",1
"brazil_sao paulo_sp 99_sp 99","",1
"brazil_sao paulo_sp_parque estadom s","",1
"brazil_sao paulo_sp66","",1
"brazil_sao paulo_sto andre_reserva biologica alto serra paranapiacaba","",1
"brazil_sao paulo_sto_reserva biologica alto serra paranapiacaba","",1
"brazil_sao paulo_strand ledge","",1
"brazil_sao paulo_strand ledge_strand ledge","",1
"brazil_sao paulo_subauma_beira estrada subauma iguape, mata atlantica, beira estrada","",1
"brazil_sao paulo_suborefeitura paranapiacaba e parque andreense_suborefeitura paranapiacaba e parque andreense, estrada taquarucu","",1
"brazil_sao paulo_taguai_folha cartografica sf 22 z d coordenada coletada","",1
"brazil_sao paulo_talhao 120","",1
"brazil_sao paulo_tapirai_12km tapirai em direcao a juquia","",1
"brazil_sao paulo_tapirai_31km juquia em direcao a tapirai","",1
"brazil_sao paulo_tapirai_brasil sp","",1
"brazil_sao paulo_tapirai_estrada tapirai juquia","",1
"brazil_sao paulo_tapirai_mata pluvial atlantica encosta, rodovia sp 79","",1
"brazil_sao paulo_tapirai_perto pousada vilarejo quim","",1
"brazil_sao paulo_tapirai_reerva particular","",1
"brazil_sao paulo_tapirai_reserva particular votoramtim cba","",1
"brazil_sao paulo_tapirai_reservs particular votorantim","",1
"brazil_sao paulo_tapirai_trilha entre a uhe alecrim e uhe porton raso","",1
"brazil_sao paulo_tasso pinheiro eng","",1
"brazil_sao paulo_tasso pinheiro eng_tasso pinheiro eng","",1
"brazil_sao paulo_taubate prope sao paulo","",1
"brazil_sao paulo_taubate prope sao paulo_taubate prope sao paulo","",1
"brazil_sao paulo_taubate_fazenda santa fe","",1
"brazil_sao paulo_tejupa_taquaral","",1
"brazil_sao paulo_tenorio","",1
"brazil_sao paulo_tenorio_tenorio","",1
"brazil_sao paulo_teodoro sampaia","",1
"brazil_sao paulo_teodoro sampaia_teodoro sampaia","",1
"brazil_sao paulo_teodoro sampaio forest reserve","",1
"brazil_sao paulo_teodoro sampaio forest reserve_teodoro sampaio forest reserve","",1
"brazil_sao paulo_teodoro sampaio_35 km a oeste em direcao a rosana","",1
"brazil_sao paulo_teodoro sampaio_corrego caldeirao","",1
"brazil_sao paulo_teodoro sampaio_corrego onca","",1
"brazil_sao paulo_teodoro sampaio_corrego taquara","",1
"brazil_sao paulo_teodoro sampaio_on a slope of the ""morro diabo""","",1
"brazil_sao paulo_teodoro sampaio_on the slope of morro diabo","",1
"brazil_sao paulo_teodoro sampaio_reserva florestal folha cartografica sf 22 y b coordenada coletada","",1
"brazil_sao paulo_teodoro sampaio_reserva florestal morro diabo folha cartografica sf","",1
"brazil_sao paulo_teodoro sampaio_reserva florestal morro diabo folha cartografica sf 22 y b coordenada coletada","",1
"brazil_sao paulo_teodoro sampaio_reserva florestal morro diabo] folha cartografica","",1
"brazil_sao paulo_teodoro sampaio_reserva morro diabo a 10 km sede","",1
"brazil_sao paulo_teodoro sampaio_reserva morro diabo folha cartografica sf","",1
"brazil_sao paulo_teodoro sampaio_sul reserva florestal angelim folha cartografica","",1
